"nocues","nhog","f_calib3","region","aglo","t_aglo","estrato_U","cod_U","v1","v1esp","v2","v3","v4","v5","v6","v7","v8","v9","v10a","v10b","v10c","v10d","v10e","v10f","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v62a","v62b","v62c","v63","v63a","v63b","v64","v64a","v64b","v65","v65a","v65b","v66","v66a","v66b","v67","v67a","v68","v68a","v68b","v68c","v69","v69a","v69b","v70","v70a","v70b","v70c","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v90cuantos","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103a","v103b","v103c","v104","v105a","v105b","v105c","v106a","v106b","v107a","v107b","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v235i","v235i_d","ITHPC","ITHPC_d","v237","tamaño","c_hogar","vnropsh","v238a","v239a","v240a","v241a","v242a","v243a","v244a","v245a","v246a","v247a_CIUO08","v247a_CNO01","v250a","v251a","v252a_CAES","v253a","v254a","v255a","v256a","v257a","egp11a","CSOa","v258a","v259a","v260a","v261a","vnrocon","v238b","v239b","v240b","v241b","v242b","v243b","v244b","v245b","v246b","v247b_CIUO08","v247b_CNO01","v250b","v251b","v252b_CAES","v253b","v254b","v255b","v256b","v257b","egp11b","CSOb","v258b","v259b","v260b","v261b"
1273,1,435,3,5,1,137,555,2,,1,1,1,2,1,1,2,1,7,,,,,,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,2,2,3,3,0,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,17,2013,1,1,2,1,2,2,2,1,1,2,1,2,,1,4,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,15826,,15826,7,7913,8,2,2,4,1,1,1,1,1,,2,1,1,,"5412","48393",2,,"8402",1,6,3,1,3,8,8,4,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1274,1,434,3,5,1,137,555,2,,1,1,1,,1,1,2,1,7,,,,,,7,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,2,2,3,3,0,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,,,1,1,1,2,2,2,2,1,2,,,,,1,4,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,7,15299,7,3059.8,4,2,5,6,1,1,2,6,2,2,2,3,1,,"4110","10333",1,3,"2202",2,4,3,1,3,1,6,7,1,4,,2,2,2,1,2,3,4,,,,"8157","80323",1,1,"9601",2,3,3,1,3,9,8,7,1,4,
1275,1,212,3,5,1,137,553,3,,5,1,1,1,1,5,,,,,,,,,2,1,0,1,3,1,1,1,1,1,1,1,1,1,1,2,2,0,3,1,1,2,3,1,0,0,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,6,,,2,6,,3,,,3,,,3,,,3,,3,,,,1,6,,1,6,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,,,1,2,2,2,2,2,2,2,2,2,2,,,2,,,,3,,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,10762,,10762,6,3587.3333333333335,5,3,3,3,1,3,2,1,1,,4,,,,"8322","34123",2,,"4904",2,1,2,,,6,7,6,1,4,,2,3,2,3,2,,3,3,2,,"4110","11313",1,2,"8401",1,6,3,1,3,2,6,6,1,4,
1275,2,239,3,5,1,137,553,3,,5,1,1,1,1,5,,,,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,1,1,1,2,2,0,3,3,0,,3,0,0,0,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,6,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,11500,,11500,6,3833.3333333333335,5,3,3,3,1,1,2,,,,4,,,,"7112","72113",,,"4000",2,9,2,,,6,,5,1,1,,2,2,1,1,2,,1,3,1,,"9111","55314",2,,"9700",2,1,3,2,2,9,11,5,1,1,
1276,1,333,3,5,1,137,553,2,,1,1,1,,1,5,,,,,,,,,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,2,1,0,0,0,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,3,,,,1,2,,3,,,1,1,,1,1,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,,,,1,2,2,2,2,2,2,1,1,2,1,3,,1,1,,,3,,3,,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,5,11817,,11817,6,1969.5,3,2,6,6,1,1,4,,,,2,,,,"7113","72313",2,,"4000",2,4,3,2,3,8,8,4,1,2,,2,1,4,1,1,,2,1,2,1,"7522","80313",1,2,"4000",2,4,3,1,3,7,8,4,1,2,
1277,1,358,3,5,1,137,553,2,,7,1,1,2,1,5,,,,,,,,,2,2,0,1,4,1,1,1,3,1,1,1,1,1,1,2,2,0,2,0,0,0,3,0,0,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,3,,,,3,,,3,,,1,1,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,7175,,7175,3,1435,2,3,5,3,1,1,2,1,1,,2,1,2,,"7522","80113",1,2,"3100",2,3,2,,,6,7,4,2,,1,2,2,1,1,2,,4,,,,"9111","55314",2,,"9700",2,1,3,2,3,9,11,4,2,,1
1278,1,432,3,5,1,137,553,3,,1,1,1,3,1,9,,,,,,,,,4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,0,0,3,0,0,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,122,2013,1,2,2,2,2,2,2,1,2,2,1,2,,1,2,1,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,12661,,12661,6,4220.333333333333,6,2,3,3,1,1,2,6,1,,2,1,1,,"2611","11311",2,,"6900",9,9,4,1,3,1,,5,1,4,,2,1,2,3,1,,2,2,1,,"7112","72323",2,,"4000",2,,3,2,3,9,,5,1,4,
1279,1,507,3,5,1,137,553,3,,1,1,1,4,1,9,,,,,,,,,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,0,0,3,0,0,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,29,2008,1,1,2,2,2,2,2,1,1,2,1,2,,1,4,,,1,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,27432,,27432,9,4572,6,2,6,6,1,1,2,5,2,5,2,1,2,2,"2310","41321",2,,"8501",1,6,3,1,3,1,2,7,1,4,,2,1,,,,,2,,,,"9999","99999",,,"9999",,,,,,,,6,2,,3
1280,1,235,3,5,1,137,553,2,,1,1,1,1,1,1,1,1,1,,,,,,7,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,0,0,3,0,0,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,,,,2,1,2,2,2,2,2,1,1,2,1,,,2,,,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,14771,,14771,7,7385.5,8,2,2,4,1,2,3,0,,,1,1,1,,"1411","05002",1,2,"5500",2,2,1,,,5,5,4,2,,3,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1281,1,344,3,5,1,137,553,3,,1,1,1,4,1,1,1,2,1,,,,,,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,0,,3,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,177,2006,1,2,2,2,2,2,2,2,2,2,1,,,2,,,,3,,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5275,,5275,2,5275,7,2,1,1,1,3,,,,,4,,,,"9999","99999",,,"9999",9,9,9,,,,,8,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1282,1,492,3,5,1,137,553,3,,1,1,1,1,1,5,,,,,,,,,3,2,0,1,1,1,1,1,2,1,1,1,1,1,1,2,2,0,2,0,0,,3,0,0,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,1,2,1,,,2,,,,3,,3,,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3165,,4220,2,1055,1,3,4,4,1,1,3,1,1,,3,,,,"5211","30123",1,2,"4810",2,2,2,,,6,5,1,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1283,1,488,3,5,1,137,553,3,,1,1,1,3,1,1,1,2,1,,,,,,5,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,0,,3,0,0,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,1,1,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,177,2013,1,1,1,2,2,2,2,2,1,2,1,2,,2,,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,15299,7,3824.75,5,2,4,3,1,1,2,,,,2,,,,"3333","60313",1,3,"0101",9,9,3,,,1,,5,,,4,2,1,2,1,1,,2,1,1,,"6111","06001",,,"0101",2,4,1,,,11,3,5,,,4
1284,1,455,3,5,1,137,553,2,,1,2,2,4,1,5,,,,,,,,,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,1,1,3,0,0,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,,,,2,2,2,2,2,2,2,1,2,2,2,,,1,4,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9074,,9074,5,1512.3333333333333,2,3,6,7,1,1,2,,,,2,1,2,2,"9999","99999",,,"9999",9,9,9,,,,,4,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1285,1,187,3,5,1,142,546,3,,1,1,1,1,1,1,1,2,7,,,,,,3,3,0,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,3,3,2,3,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,29,1990,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4220,,4748,2,791.3333333333334,1,3,6,3,1,1,4,1,1,,2,0,,,"9211","60314",2,,"0101",2,3,4,2,2,10,9,3,1,3,,2,1,4,1,1,,2,0,,,"8110","70313",2,,"0800",,6,3,1,3,8,,4,1,4,
1286,1,131,3,5,1,142,546,3,,1,1,1,2,1,1,2,1,7,,,,,,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5592,,5592,2,2796,4,3,2,2,1,1,4,0,,,2,0,,,"6111","60313",1,3,"0101",2,3,5,,,11,7,2,1,2,,2,1,4,0,,,2,0,,,"6310","60114",1,,"0101",2,,5,,,11,,5,1,2,
1286,2,249,3,5,1,142,546,3,,1,1,1,2,1,5,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,2,2,2,1,2,2,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,189,2007,1,2,2,2,2,2,2,1,1,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6331,,6331,3,1582.75,2,3,4,3,1,1,4,0,,,2,0,,,"7123","72313",2,,"4000",2,6,3,2,3,8,8,5,2,,4,2,2,3,1,1,,4,,,,"9111","55314",2,,"9700",2,1,3,2,,9,11,8,1,4,
1287,1,2880,6,6,2,201,593,3,,1,1,2,1,1,1,2,1,7,,,,,,3,3,0,1,1,1,1,1,1,1,1,2,2,1,1,2,2,0,2,0,1,2,2,2,2,,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,21,2000,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,10551,,10551,5,1055.1,1,3,10,6,1,1,4,0,,,2,0,,,"6310","60114",2,,"0101",2,4,2,,,11,10,5,1,4,,2,2,4,0,,,4,,,,"6310","60114",2,,"0101",2,4,2,,,11,10,6,1,4,
1288,1,622,3,5,1,142,546,3,,1,1,1,1,1,1,2,2,2,,,,,,3,3,0,1,3,1,1,1,2,1,1,1,2,1,1,2,2,0,2,1,2,3,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,165,1990,1,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5275,,6858,3,1371.6,2,2,5,3,1,3,1,,,,3,,,,"9211","60314",2,,"0101",2,6,3,2,2,10,9,,2,,2,2,1,2,1,2,6,2,3,1,,"7512","80323",2,,"1009",2,,3,1,3,8,,8,2,,4
1289,1,270,3,5,1,142,546,3,,1,1,1,1,2,1,2,2,7,,,,,,5,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,3,2,2,2,3,3,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,,3,5275,2,1758.3333333333333,2,3,3,4,1,1,4,0,,,2,0,,,"6111","60114",2,,"0101",2,3,5,,,10,7,4,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1290,1,211,3,5,1,142,546,3,,1,1,1,2,1,1,2,1,2,,,,,,3,2,0,1,1,1,1,1,1,2,1,1,2,1,1,2,2,0,2,1,1,2,2,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,1,2,2,1,,,1,4,,,3,,3,,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,6,,4,12318,6,2053,3,3,6,7,1,1,4,1,2,,2,0,,,"9211","60314",2,,"1009",2,6,3,1,3,10,9,10,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1290,2,308,3,5,1,142,546,3,,1,1,1,1,1,3,,,,,,,,,1,1,0,1,1,1,2,1,1,2,1,1,2,1,1,2,2,0,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2110,,2163,1,540.75,1,3,4,4,1,1,4,0,,,2,1,2,,"7112","72123",2,,"4500",2,2,2,,,6,7,1,2,,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1291,1,399,3,5,1,142,546,3,,1,1,1,2,1,1,2,1,7,,,,,,4,4,0,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,2,2,2,3,3,3,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,,,,1,1,2,2,2,2,2,1,2,2,1,2,,1,1,4,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,10551,,10551,5,1318.875,2,3,8,3,1,1,2,1,1,,2,1,2,,"5153","56313",2,,"8600",1,6,3,1,3,9,9,5,1,2,,2,2,2,1,2,5,1,1,2,5,"9111","55314",2,,"9700",2,1,3,2,2,9,11,8,2,,4
1292,1,305,3,5,1,142,546,3,,1,1,1,4,2,1,2,1,7,,,,,,4,3,0,1,1,1,1,1,1,1,1,1,2,1,,2,2,,,,,,,,,,2,1,1,,2,2,1,9,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,1,2,2,2,,,,1,,,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,7386,,7386,4,1477.2,2,3,5,11,1,3,2,1,1,,3,,,,"5223","32313",2,,"4801",2,9,3,1,,4,,3,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1293,1,503,3,5,1,137,556,3,,1,1,1,1,1,1,1,1,1,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,1,1,2,1,2,3,1,4,,,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4959,,4959,2,2479.5,3,2,2,8,1,1,2,1,1,,2,1,,,"7511","06001",1,,"4803",2,3,1,,,5,3,6,2,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1293,2,1064,3,5,1,137,556,3,,1,1,1,1,1,5,,,,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,,,9707,5,1941.4,3,2,5,3,1,1,1,,,,2,,,,"9999","99999",,,"9999",9,9,9,,,,,5,,,,2,1,1,,,,2,,,,"7112","72313",,,"4000",2,,3,2,2,9,,5,,,
1294,1,530,3,5,1,137,556,3,,1,1,1,1,1,1,1,1,1,,,,,,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,121,2006,1,1,2,2,2,2,2,1,1,2,1,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,12134,6,6067,7,1,2,2,1,1,2,1,,,2,1,1,,"9990","99999",,,"8700",1,9,3,1,3,,,6,1,4,,2,1,1,1,,,4,,,,"8160","05002",1,,"1100",2,,1,,,5,,6,1,4,
1295,1,729,3,5,1,137,556,3,,1,1,1,3,1,5,,,,,,,,,4,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,189,2003,1,1,1,2,2,2,2,1,2,1,1,2,,1,1,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,15341,,15341,7,2556.8333333333335,4,2,6,3,1,2,3,1,1,,4,,,,"7531","80123",2,,"1400",2,1,2,,,6,7,5,1,4,,2,1,3,1,1,,2,5,1,,"8331","34323",2,,"4903",2,6,3,1,3,9,8,5,1,4,
1296,1,363,3,5,1,137,556,3,,1,1,1,1,1,1,1,1,1,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,,,,1,1,2,2,2,2,2,1,2,1,1,,,1,4,,,3,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10551,,10551,5,3517,5,2,3,7,1,3,3,,,,4,,,,"9111","55314",2,,"9700",2,1,3,,,9,11,4,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1297,1,530,3,5,1,137,556,3,,1,5,1,1,1,1,1,1,1,2,,,,,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,69,1986,2,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7670,,7670,4,3835,5,2,2,2,1,1,1,3,1,,2,1,1,,"5221","30113",2,,"1100",2,9,2,,,6,,5,2,,4,2,1,2,1,1,,2,,,,"6111","60313",2,,"0101",2,,3,1,3,10,,5,2,,4
1298,1,558,3,5,1,137,556,3,,1,1,1,3,1,1,1,1,1,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,,,,1,1,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,6331,3,3165.5,4,3,2,4,1,1,6,1,,,2,1,1,,"6112","05002",1,3,"0101",2,9,1,,,11,,5,2,,3,,,,,,,,,,,"","",,,"",,,,,,,,,,,
1299,1,636,3,5,1,137,556,3,,1,1,1,1,1,1,2,1,2,,,,,,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,204,2001,1,1,2,2,2,2,2,1,1,1,1,2,,1,2,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,20047,9,6682.333333333333,8,2,3,3,1,1,2,1,1,,2,3,2,3,"0310","50312",,,"8402",1,9,3,1,3,,,5,2,,3,2,1,2,1,1,,2,3,2,3,"7231","05002",1,,"4502",2,,1,,,5,,5,2,,3
1300,1,466,3,5,1,137,554,3,,1,1,1,1,1,5,,,,,,,,,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,,,,1,1,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,9918,5,3306,5,2,3,3,1,1,2,1,1,,2,1,1,,"7412","82313",1,1,"4901",1,2,3,1,3,7,8,5,1,3,,2,1,1,,,,2,,,,"9999","99999",,,"9999",,,,,,,,5,1,3,
